employee,activity,group,priority
244609,85795,4706,6.0
244609,85690,4708,6.0
244609,85735,4703,5.0
244609,85685,4712,6.0
244609,85729,4703,5.0
244609,85734,4703,5.0
244609,85899,4706,6.0
244609,85692,4708,6.0
244609,85796,4706,6.0
244609,85725,4703,5.0
244609,85804,4706,6.0
244609,85733,4703,5.0
244609,85938,4713,6.0
244609,85903,4706,6.0
244609,85852,4708,6.0
244609,85916,4713,6.0
244609,85941,4713,6.0
244609,85854,4708,6.0
244609,85915,4713,6.0
244609,85775,4703,5.0
244609,85914,4713,6.0
244609,85726,4703,5.0
244608,85813,4707,5.0
244608,85721,4701,4.0
244608,85812,4707,5.0
244608,85737,4703,1.0
244608,85736,4703,1.0
244608,85694,4701,4.0
244608,85870,4707,5.0
244608,85735,4703,1.0
244608,85729,4703,1.0
244608,85734,4703,1.0
244608,85884,4701,4.0
244608,85725,4703,1.0
244608,85733,4703,1.0
244608,85926,4707,5.0
244608,85883,4701,4.0
244608,85897,4707,5.0
244608,85696,4701,4.0
244608,85929,4707,5.0
244608,85869,4707,5.0
244608,85693,4701,4.0
244608,85703,4701,4.0
244608,85775,4703,1.0
244608,85885,4701,4.0
244608,85726,4703,1.0
244607,85881,4702,3.0
244607,85898,4711,5.0
244607,85882,4702,3.0
244607,85655,4700,0.0
244607,85750,4700,0.0
244607,85868,4705,7.0
244607,85891,4705,7.0
244607,85677,4705,7.0
244607,85892,4705,7.0
244607,85863,4705,7.0
244607,85754,4700,0.0
244607,85657,4700,0.0
244607,85865,4705,7.0
244606,85881,4702,6.0
244606,85655,4700,1.0
244606,85750,4700,1.0
244606,85832,4710,3.0
244606,85835,4710,3.0
244606,85754,4700,1.0
244606,85669,4710,3.0
244606,85898,4711,6.0
244606,85829,4710,3.0
244606,85714,4714,4.0
244606,85672,4710,3.0
244606,85882,4702,6.0
244606,85831,4710,3.0
244606,85834,4710,3.0
244606,85836,4710,3.0
244606,85657,4700,1.0
244606,85837,4710,3.0
244605,85903,4706,1.0
244605,85799,4706,1.0
244605,85794,4706,1.0
244605,85803,4706,1.0
244605,85916,4713,4.0
244605,85795,4706,1.0
244605,85941,4713,4.0
244605,85915,4713,4.0
244605,85899,4706,1.0
244605,85914,4713,4.0
244605,85796,4706,1.0
244605,85804,4706,1.0
244605,85938,4713,4.0
244604,85903,4706,6.0
244604,85799,4706,6.0
244604,85794,4706,6.0
244604,85803,4706,6.0
244604,85916,4713,1.0
244604,85795,4706,6.0
244604,85941,4713,1.0
244604,85915,4713,1.0
244604,85899,4706,6.0
244604,85914,4713,1.0
244604,85796,4706,6.0
244604,85804,4706,6.0
244604,85938,4713,1.0
244573,85881,4702,3.0
244573,85799,4706,7.0
244573,85855,4708,6.0
244573,85655,4700,0.0
244573,85794,4706,7.0
244573,85750,4700,0.0
244573,85803,4706,7.0
244573,85835,4710,2.0
244573,85868,4705,4.0
244573,85689,4708,6.0
244573,85863,4705,4.0
244573,85669,4710,2.0
244573,85795,4706,7.0
244573,85923,4709,6.0
244573,85690,4708,6.0
244573,85829,4710,2.0
244573,85672,4710,2.0
244573,85899,4706,7.0
244573,85834,4710,2.0
244573,85677,4705,4.0
244573,85692,4708,6.0
244573,85796,4706,7.0
244573,85804,4706,7.0
244573,85657,4700,0.0
244573,85837,4710,2.0
244573,85903,4706,7.0
244573,85852,4708,6.0
244573,85832,4710,2.0
244573,85891,4705,4.0
244573,85754,4700,0.0
244573,85898,4711,2.0
244573,85854,4708,6.0
244573,85714,4714,1.0
244573,85882,4702,3.0
244573,85831,4710,2.0
244573,85836,4710,2.0
244573,85892,4705,4.0
244573,85865,4705,4.0
244572,85881,4702,1.0
244572,85799,4706,6.0
244572,85655,4700,3.0
244572,85794,4706,6.0
244572,85750,4700,3.0
244572,85803,4706,6.0
244572,85835,4710,6.0
244572,85868,4705,2.0
244572,85863,4705,2.0
244572,85669,4710,6.0
244572,85795,4706,6.0
244572,85829,4710,6.0
244572,85672,4710,6.0
244572,85899,4706,6.0
244572,85834,4710,6.0
244572,85677,4705,2.0
244572,85796,4706,6.0
244572,85804,4706,6.0
244572,85657,4700,3.0
244572,85837,4710,6.0
244572,85903,4706,6.0
244572,85832,4710,6.0
244572,85891,4705,2.0
244572,85754,4700,3.0
244572,85898,4711,7.0
244572,85714,4714,0.0
244572,85882,4702,1.0
244572,85831,4710,6.0
244572,85836,4710,6.0
244572,85892,4705,2.0
244572,85865,4705,2.0
244571,85903,4706,7.0
244571,85799,4706,7.0
244571,85794,4706,7.0
244571,85803,4706,7.0
244571,85916,4713,7.0
244571,85795,4706,7.0
244571,85941,4713,7.0
244571,85915,4713,7.0
244571,85899,4706,7.0
244571,85914,4713,7.0
244571,85796,4706,7.0
244571,85804,4706,7.0
244571,85938,4713,7.0
244570,85721,4701,6.0
244570,85883,4701,6.0
244570,85696,4701,6.0
244570,85694,4701,6.0
244570,85693,4701,6.0
244570,85703,4701,6.0
244570,85884,4701,6.0
244570,85885,4701,6.0
244614,85923,4709,0.0
244614,85829,4710,4.0
244614,85672,4710,4.0
244614,85831,4710,4.0
244614,85834,4710,4.0
244614,85836,4710,4.0
244614,85832,4710,4.0
244614,85835,4710,4.0
244614,85669,4710,4.0
244614,85837,4710,4.0
244613,85881,4702,6.0
244613,85847,4704,5.0
244613,85848,4704,5.0
244613,85755,4704,5.0
244613,85832,4710,4.0
244613,85835,4710,4.0
244613,85662,4704,5.0
244613,85669,4710,4.0
244613,85923,4709,4.0
244613,85829,4710,4.0
244613,85672,4710,4.0
244613,85882,4702,6.0
244613,85660,4704,5.0
244613,85841,4704,5.0
244613,85831,4710,4.0
244613,85834,4710,4.0
244613,85836,4710,4.0
244613,85674,4704,5.0
244613,85837,4710,4.0
244579,85813,4707,5.0
244579,85721,4701,3.0
244579,85812,4707,5.0
244579,85737,4703,3.0
244579,85736,4703,3.0
244579,85694,4701,3.0
244579,85870,4707,5.0
244579,85735,4703,3.0
244579,85729,4703,3.0
244579,85734,4703,3.0
244579,85884,4701,3.0
244579,85725,4703,3.0
244579,85733,4703,3.0
244579,85926,4707,5.0
244579,85883,4701,3.0
244579,85897,4707,5.0
244579,85696,4701,3.0
244579,85929,4707,5.0
244579,85869,4707,5.0
244579,85693,4701,3.0
244579,85703,4701,3.0
244579,85775,4703,3.0
244579,85885,4701,3.0
244579,85726,4703,3.0
244612,85847,4704,6.0
244612,85852,4708,4.0
244612,85855,4708,4.0
244612,85848,4704,6.0
244612,85755,4704,6.0
244612,85832,4710,3.0
244612,85835,4710,3.0
244612,85689,4708,4.0
244612,85662,4704,6.0
244612,85669,4710,3.0
244612,85898,4711,0.0
244612,85854,4708,4.0
244612,85923,4709,5.0
244612,85690,4708,4.0
244612,85829,4710,3.0
244612,85685,4712,1.0
244612,85672,4710,3.0
244612,85660,4704,6.0
244612,85841,4704,6.0
244612,85831,4710,3.0
244612,85834,4710,3.0
244612,85836,4710,3.0
244612,85692,4708,4.0
244612,85674,4704,6.0
244612,85837,4710,3.0
244578,85721,4701,3.0
244578,85883,4701,3.0
244578,85696,4701,3.0
244578,85694,4701,3.0
244578,85693,4701,3.0
244578,85703,4701,3.0
244578,85884,4701,3.0
244578,85885,4701,3.0
244611,85898,4711,1.0
244577,85881,4702,1.0
244577,85898,4711,4.0
244577,85714,4714,2.0
244577,85882,4702,1.0
244577,85655,4700,6.0
244577,85750,4700,6.0
244577,85868,4705,2.0
244577,85891,4705,2.0
244577,85677,4705,2.0
244577,85892,4705,2.0
244577,85863,4705,2.0
244577,85754,4700,6.0
244577,85657,4700,6.0
244577,85865,4705,2.0
244610,85829,4710,3.0
244610,85714,4714,2.0
244610,85672,4710,3.0
244610,85655,4700,7.0
244610,85750,4700,7.0
244610,85831,4710,3.0
244610,85834,4710,3.0
244610,85836,4710,3.0
244610,85832,4710,3.0
244610,85835,4710,3.0
244610,85754,4700,7.0
244610,85669,4710,3.0
244610,85657,4700,7.0
244610,85837,4710,3.0
244576,85854,4708,2.0
244576,85690,4708,2.0
244576,85685,4712,4.0
244576,85852,4708,2.0
244576,85855,4708,2.0
244576,85868,4705,2.0
244576,85891,4705,2.0
244576,85677,4705,2.0
244576,85892,4705,2.0
244576,85692,4708,2.0
244576,85689,4708,2.0
244576,85863,4705,2.0
244576,85865,4705,2.0
244575,85847,4704,2.0
244575,85848,4704,2.0
244575,85755,4704,2.0
244575,85832,4710,0.0
244575,85835,4710,0.0
244575,85662,4704,2.0
244575,85669,4710,0.0
244575,85923,4709,5.0
244575,85829,4710,0.0
244575,85672,4710,0.0
244575,85660,4704,2.0
244575,85841,4704,2.0
244575,85831,4710,0.0
244575,85834,4710,0.0
244575,85836,4710,0.0
244575,85674,4704,2.0
244575,85837,4710,0.0
244574,85903,4706,7.0
244574,85799,4706,7.0
244574,85794,4706,7.0
244574,85803,4706,7.0
244574,85868,4705,1.0
244574,85891,4705,1.0
244574,85916,4713,4.0
244574,85863,4705,1.0
244574,85795,4706,7.0
244574,85941,4713,4.0
244574,85915,4713,4.0
244574,85899,4706,7.0
244574,85914,4713,4.0
244574,85677,4705,1.0
244574,85892,4705,1.0
244574,85796,4706,7.0
244574,85804,4706,7.0
244574,85865,4705,1.0
244574,85938,4713,4.0
244619,85721,4701,5.0
244619,85855,4708,2.0
244619,85737,4703,6.0
244619,85736,4703,6.0
244619,85694,4701,5.0
244619,85689,4708,2.0
244619,85690,4708,2.0
244619,85735,4703,6.0
244619,85729,4703,6.0
244619,85734,4703,6.0
244619,85884,4701,5.0
244619,85692,4708,2.0
244619,85725,4703,6.0
244619,85733,4703,6.0
244619,85852,4708,2.0
244619,85883,4701,5.0
244619,85696,4701,5.0
244619,85854,4708,2.0
244619,85693,4701,5.0
244619,85703,4701,5.0
244619,85775,4703,6.0
244619,85885,4701,5.0
244619,85726,4703,6.0
244618,85737,4703,0.0
244618,85916,4713,6.0
244618,85736,4703,0.0
244618,85941,4713,6.0
244618,85735,4703,0.0
244618,85729,4703,0.0
244618,85734,4703,0.0
244618,85915,4713,6.0
244618,85775,4703,0.0
244618,85914,4713,6.0
244618,85726,4703,0.0
244618,85725,4703,0.0
244618,85733,4703,0.0
244618,85938,4713,6.0
244617,85881,4702,5.0
244617,85721,4701,1.0
244617,85799,4706,4.0
244617,85655,4700,5.0
244617,85794,4706,4.0
244617,85750,4700,5.0
244617,85803,4706,4.0
244617,85835,4710,3.0
244617,85868,4705,5.0
244617,85694,4701,1.0
244617,85863,4705,5.0
244617,85669,4710,3.0
244617,85795,4706,4.0
244617,85829,4710,3.0
244617,85672,4710,3.0
244617,85899,4706,4.0
244617,85884,4701,1.0
244617,85834,4710,3.0
244617,85677,4705,5.0
244617,85796,4706,4.0
244617,85804,4706,4.0
244617,85657,4700,5.0
244617,85837,4710,3.0
244617,85903,4706,4.0
244617,85883,4701,1.0
244617,85696,4701,1.0
244617,85832,4710,3.0
244617,85891,4705,5.0
244617,85754,4700,5.0
244617,85898,4711,3.0
244617,85714,4714,7.0
244617,85693,4701,1.0
244617,85703,4701,1.0
244617,85882,4702,5.0
244617,85885,4701,1.0
244617,85831,4710,3.0
244617,85836,4710,3.0
244617,85892,4705,5.0
244617,85865,4705,5.0
244616,85737,4703,5.0
244616,85736,4703,5.0
244616,85735,4703,5.0
244616,85729,4703,5.0
244616,85734,4703,5.0
244616,85775,4703,5.0
244616,85726,4703,5.0
244616,85725,4703,5.0
244616,85733,4703,5.0
244615,85881,4702,6.0
244615,85799,4706,4.0
244615,85855,4708,1.0
244615,85655,4700,5.0
244615,85737,4703,2.0
244615,85794,4706,4.0
244615,85750,4700,5.0
244615,85803,4706,4.0
244615,85868,4705,7.0
244615,85736,4703,2.0
244615,85689,4708,1.0
244615,85863,4705,7.0
244615,85795,4706,4.0
244615,85690,4708,1.0
244615,85735,4703,2.0
244615,85729,4703,2.0
244615,85734,4703,2.0
244615,85899,4706,4.0
244615,85677,4705,7.0
244615,85692,4708,1.0
244615,85796,4706,4.0
244615,85725,4703,2.0
244615,85804,4706,4.0
244615,85733,4703,2.0
244615,85657,4700,5.0
244615,85938,4713,3.0
244615,85903,4706,4.0
244615,85852,4708,1.0
244615,85891,4705,7.0
244615,85916,4713,3.0
244615,85754,4700,5.0
244615,85941,4713,3.0
244615,85898,4711,0.0
244615,85854,4708,1.0
244615,85882,4702,6.0
244615,85915,4713,3.0
244615,85775,4703,2.0
244615,85914,4713,3.0
244615,85726,4703,2.0
244615,85892,4705,7.0
244615,85865,4705,7.0
244584,85881,4702,6.0
244584,85799,4706,4.0
244584,85655,4700,4.0
244584,85794,4706,4.0
244584,85750,4700,4.0
244584,85803,4706,4.0
244584,85835,4710,7.0
244584,85868,4705,5.0
244584,85863,4705,5.0
244584,85669,4710,7.0
244584,85795,4706,4.0
244584,85829,4710,7.0
244584,85672,4710,7.0
244584,85899,4706,4.0
244584,85834,4710,7.0
244584,85677,4705,5.0
244584,85796,4706,4.0
244584,85804,4706,4.0
244584,85657,4700,4.0
244584,85837,4710,7.0
244584,85903,4706,4.0
244584,85832,4710,7.0
244584,85891,4705,5.0
244584,85754,4700,4.0
244584,85898,4711,5.0
244584,85714,4714,1.0
244584,85882,4702,6.0
244584,85831,4710,7.0
244584,85836,4710,7.0
244584,85892,4705,5.0
244584,85865,4705,5.0
244583,85881,4702,1.0
244583,85847,4704,6.0
244583,85848,4704,6.0
244583,85755,4704,6.0
244583,85832,4710,6.0
244583,85835,4710,6.0
244583,85662,4704,6.0
244583,85669,4710,6.0
244583,85829,4710,6.0
244583,85672,4710,6.0
244583,85882,4702,1.0
244583,85660,4704,6.0
244583,85841,4704,6.0
244583,85831,4710,6.0
244583,85834,4710,6.0
244583,85836,4710,6.0
244583,85674,4704,6.0
244583,85837,4710,6.0
244582,85829,4710,6.0
244582,85847,4704,6.0
244582,85672,4710,6.0
244582,85660,4704,6.0
244582,85848,4704,6.0
244582,85841,4704,6.0
244582,85831,4710,6.0
244582,85755,4704,6.0
244582,85834,4710,6.0
244582,85836,4710,6.0
244582,85832,4710,6.0
244582,85835,4710,6.0
244582,85662,4704,6.0
244582,85669,4710,6.0
244582,85674,4704,6.0
244582,85837,4710,6.0
244581,85903,4706,0.0
244581,85813,4707,3.0
244581,85812,4707,3.0
244581,85799,4706,0.0
244581,85897,4707,3.0
244581,85794,4706,0.0
244581,85803,4706,0.0
244581,85929,4707,3.0
244581,85870,4707,3.0
244581,85795,4706,0.0
244581,85869,4707,3.0
244581,85899,4706,0.0
244581,85796,4706,0.0
244581,85804,4706,0.0
244581,85926,4707,3.0
244580,85881,4702,1.0
244580,85898,4711,7.0
244580,85882,4702,1.0
244580,85655,4700,2.0
244580,85750,4700,2.0
244580,85868,4705,4.0
244580,85891,4705,4.0
244580,85677,4705,4.0
244580,85892,4705,4.0
244580,85863,4705,4.0
244580,85754,4700,2.0
244580,85657,4700,2.0
244580,85865,4705,4.0
244548,85737,4703,5.0
244548,85736,4703,5.0
244548,85735,4703,5.0
244548,85729,4703,5.0
244548,85734,4703,5.0
244548,85775,4703,5.0
244548,85726,4703,5.0
244548,85725,4703,5.0
244548,85733,4703,5.0
244625,85881,4702,2.0
244625,85721,4701,2.0
244625,85799,4706,3.0
244625,85655,4700,7.0
244625,85794,4706,3.0
244625,85750,4700,7.0
244625,85803,4706,3.0
244625,85868,4705,5.0
244625,85694,4701,2.0
244625,85863,4705,5.0
244625,85795,4706,3.0
244625,85899,4706,3.0
244625,85884,4701,2.0
244625,85677,4705,5.0
244625,85796,4706,3.0
244625,85804,4706,3.0
244625,85657,4700,7.0
244625,85903,4706,3.0
244625,85883,4701,2.0
244625,85696,4701,2.0
244625,85891,4705,5.0
244625,85754,4700,7.0
244625,85898,4711,4.0
244625,85714,4714,0.0
244625,85693,4701,2.0
244625,85703,4701,2.0
244625,85882,4702,2.0
244625,85885,4701,2.0
244625,85892,4705,5.0
244625,85865,4705,5.0
244547,85847,4704,5.0
244547,85848,4704,5.0
244547,85755,4704,5.0
244547,85832,4710,6.0
244547,85835,4710,6.0
244547,85662,4704,5.0
244547,85669,4710,6.0
244547,85898,4711,2.0
244547,85923,4709,4.0
244547,85829,4710,6.0
244547,85672,4710,6.0
244547,85660,4704,5.0
244547,85841,4704,5.0
244547,85831,4710,6.0
244547,85834,4710,6.0
244547,85836,4710,6.0
244547,85674,4704,5.0
244547,85837,4710,6.0
244624,85847,4704,7.0
244624,85848,4704,7.0
244624,85755,4704,7.0
244624,85832,4710,5.0
244624,85835,4710,5.0
244624,85662,4704,7.0
244624,85669,4710,5.0
244624,85898,4711,1.0
244624,85923,4709,2.0
244624,85829,4710,5.0
244624,85672,4710,5.0
244624,85660,4704,7.0
244624,85841,4704,7.0
244624,85831,4710,5.0
244624,85834,4710,5.0
244624,85836,4710,5.0
244624,85674,4704,7.0
244624,85837,4710,5.0
244546,85881,4702,2.0
244546,85799,4706,2.0
244546,85655,4700,1.0
244546,85737,4703,4.0
244546,85794,4706,2.0
244546,85750,4700,1.0
244546,85803,4706,2.0
244546,85835,4710,6.0
244546,85868,4705,1.0
244546,85736,4703,4.0
244546,85863,4705,1.0
244546,85669,4710,6.0
244546,85795,4706,2.0
244546,85735,4703,4.0
244546,85829,4710,6.0
244546,85729,4703,4.0
244546,85672,4710,6.0
244546,85734,4703,4.0
244546,85899,4706,2.0
244546,85834,4710,6.0
244546,85677,4705,1.0
244546,85796,4706,2.0
244546,85725,4703,4.0
244546,85804,4706,2.0
244546,85733,4703,4.0
244546,85657,4700,1.0
244546,85837,4710,6.0
244546,85903,4706,2.0
244546,85832,4710,6.0
244546,85891,4705,1.0
244546,85754,4700,1.0
244546,85898,4711,5.0
244546,85714,4714,1.0
244546,85882,4702,2.0
244546,85775,4703,4.0
244546,85831,4710,6.0
244546,85836,4710,6.0
244546,85726,4703,4.0
244546,85892,4705,1.0
244546,85865,4705,1.0
244623,85881,4702,1.0
244623,85898,4711,2.0
244623,85882,4702,1.0
244623,85655,4700,7.0
244623,85750,4700,7.0
244623,85754,4700,7.0
244623,85657,4700,7.0
244545,85903,4706,1.0
244545,85799,4706,1.0
244545,85737,4703,4.0
244545,85794,4706,1.0
244545,85803,4706,1.0
244545,85736,4703,4.0
244545,85795,4706,1.0
244545,85735,4703,4.0
244545,85729,4703,4.0
244545,85734,4703,4.0
244545,85899,4706,1.0
244545,85775,4703,4.0
244545,85726,4703,4.0
244545,85796,4706,1.0
244545,85725,4703,4.0
244545,85804,4706,1.0
244545,85733,4703,4.0
244589,85881,4702,6.0
244589,85903,4706,2.0
244589,85799,4706,2.0
244589,85655,4700,7.0
244589,85794,4706,2.0
244589,85750,4700,7.0
244589,85803,4706,2.0
244589,85754,4700,7.0
244589,85795,4706,2.0
244589,85898,4711,3.0
244589,85714,4714,2.0
244589,85882,4702,6.0
244589,85899,4706,2.0
244589,85796,4706,2.0
244589,85804,4706,2.0
244589,85657,4700,7.0
244622,85903,4706,2.0
244622,85799,4706,2.0
244622,85794,4706,2.0
244622,85803,4706,2.0
244622,85868,4705,6.0
244622,85891,4705,6.0
244622,85916,4713,3.0
244622,85863,4705,6.0
244622,85795,4706,2.0
244622,85941,4713,3.0
244622,85915,4713,3.0
244622,85899,4706,2.0
244622,85914,4713,3.0
244622,85677,4705,6.0
244622,85892,4705,6.0
244622,85796,4706,2.0
244622,85804,4706,2.0
244622,85865,4705,6.0
244622,85938,4713,3.0
244544,85898,4711,0.0
244544,85829,4710,5.0
244544,85672,4710,5.0
244544,85831,4710,5.0
244544,85834,4710,5.0
244544,85836,4710,5.0
244544,85832,4710,5.0
244544,85835,4710,5.0
244544,85669,4710,5.0
244544,85837,4710,5.0
244588,85854,4708,2.0
244588,85690,4708,2.0
244588,85685,4712,4.0
244588,85852,4708,2.0
244588,85855,4708,2.0
244588,85692,4708,2.0
244588,85689,4708,2.0
244621,85898,4711,0.0
244621,85923,4709,1.0
244621,85829,4710,1.0
244621,85672,4710,1.0
244621,85831,4710,1.0
244621,85834,4710,1.0
244621,85836,4710,1.0
244621,85832,4710,1.0
244621,85835,4710,1.0
244621,85669,4710,1.0
244621,85837,4710,1.0
244587,85755,4704,2.0
244587,85847,4704,2.0
244587,85662,4704,2.0
244587,85660,4704,2.0
244587,85848,4704,2.0
244587,85674,4704,2.0
244587,85841,4704,2.0
244620,85813,4707,7.0
244620,85721,4701,3.0
244620,85812,4707,7.0
244620,85883,4701,3.0
244620,85897,4707,7.0
244620,85696,4701,3.0
244620,85929,4707,7.0
244620,85694,4701,3.0
244620,85870,4707,7.0
244620,85869,4707,7.0
244620,85693,4701,3.0
244620,85703,4701,3.0
244620,85884,4701,3.0
244620,85885,4701,3.0
244620,85926,4707,7.0
244586,85868,4705,7.0
244586,85891,4705,7.0
244586,85677,4705,7.0
244586,85892,4705,7.0
244586,85863,4705,7.0
244586,85865,4705,7.0
244585,85847,4704,5.0
244585,85848,4704,5.0
244585,85755,4704,5.0
244585,85832,4710,7.0
244585,85835,4710,7.0
244585,85662,4704,5.0
244585,85669,4710,7.0
244585,85898,4711,6.0
244585,85923,4709,5.0
244585,85829,4710,7.0
244585,85672,4710,7.0
244585,85660,4704,5.0
244585,85841,4704,5.0
244585,85831,4710,7.0
244585,85834,4710,7.0
244585,85836,4710,7.0
244585,85674,4704,5.0
244585,85837,4710,7.0
244629,85881,4702,2.0
244629,85799,4706,2.0
244629,85655,4700,3.0
244629,85794,4706,2.0
244629,85750,4700,3.0
244629,85803,4706,2.0
244629,85835,4710,0.0
244629,85868,4705,0.0
244629,85863,4705,0.0
244629,85669,4710,0.0
244629,85795,4706,2.0
244629,85829,4710,0.0
244629,85672,4710,0.0
244629,85899,4706,2.0
244629,85834,4710,0.0
244629,85677,4705,0.0
244629,85796,4706,2.0
244629,85804,4706,2.0
244629,85657,4700,3.0
244629,85837,4710,0.0
244629,85903,4706,2.0
