activity,day,from,to,demand
3300,20230508,10:30,10:45,15
3300,20230508,10:45,11:00,15
3300,20230508,11:00,11:15,15
3300,20230508,11:15,11:30,15
3300,20230508,11:30,11:45,15
3300,20230508,11:45,12:00,15
3300,20230508,12:00,12:15,15
3300,20230508,12:15,12:30,15
3300,20230508,12:30,12:45,15
3300,20230508,12:45,13:00,15
3300,20230508,13:00,13:15,15
3300,20230508,13:15,13:30,15
3300,20230508,13:30,13:45,15
3300,20230508,13:45,14:00,15
3300,20230508,14:00,14:15,15
3300,20230508,14:15,14:30,15
3300,20230508,14:30,14:45,15
3300,20230508,14:45,15:00,15
3300,20230508,15:00,15:15,15
3300,20230508,15:15,15:30,15
3300,20230508,15:30,15:45,15
3300,20230508,15:45,16:00,15
3300,20230508,16:00,16:15,15
3300,20230508,16:15,16:30,15
3300,20230508,16:30,16:45,15
3300,20230508,16:45,17:00,15
3300,20230508,17:00,17:15,15
3300,20230508,17:15,17:30,15
3300,20230508,17:30,17:45,15
3300,20230508,17:45,18:00,15
3205,20230514,00:00,23:59,303
3300,20230508,18:00,18:15,15
3300,20230508,18:15,18:30,15
3300,20230508,18:30,18:45,15
3300,20230508,18:45,19:00,15
3300,20230508,19:00,19:15,15
3300,20230508,19:15,19:30,15
3300,20230508,19:30,19:45,15
3300,20230508,19:45,20:00,15
3300,20230508,20:00,20:15,15
3300,20230508,20:15,20:30,15
3292,20230508,00:00,23:59,102
3207,20230508,00:00,23:59,168
3319,20230508,08:30,08:45,30
3319,20230508,08:45,09:00,30
3319,20230508,09:00,09:15,45
3319,20230508,09:15,09:30,45
3319,20230508,09:30,09:45,45
3319,20230508,09:45,10:00,45
3319,20230508,10:00,10:15,60
3319,20230508,10:15,10:30,60
3319,20230508,10:30,10:45,60
3319,20230508,10:45,11:00,60
3319,20230508,11:00,11:15,60
3319,20230508,11:15,11:30,60
3319,20230508,11:30,11:45,60
3319,20230508,11:45,12:00,60
3319,20230508,12:00,12:15,60
3319,20230508,12:15,12:30,60
3319,20230508,12:30,12:45,60
3319,20230508,12:45,13:00,60
3319,20230508,13:00,13:15,45
3319,20230508,13:15,13:30,45
3319,20230508,13:30,13:45,45
3319,20230508,13:45,14:00,45
3319,20230508,14:00,14:15,30
3319,20230508,14:15,14:30,30
3319,20230508,14:30,14:45,45
3319,20230508,14:45,15:00,45
3319,20230508,15:00,15:15,45
3319,20230508,15:15,15:30,45
3319,20230508,15:30,15:45,45
3319,20230508,15:45,16:00,45
3319,20230508,16:00,16:15,45
3319,20230508,16:15,16:30,45
3319,20230508,16:30,16:45,45
3319,20230508,16:45,17:00,45
3319,20230508,17:00,17:15,60
3319,20230508,17:15,17:30,60
3319,20230508,17:30,17:45,60
3319,20230508,17:45,18:00,60
3319,20230508,18:00,18:15,60
3319,20230508,18:15,18:30,60
3319,20230508,18:30,18:45,60
3319,20230508,18:45,19:00,60
3319,20230508,19:00,19:15,60
3319,20230508,19:15,19:30,60
3319,20230508,19:30,19:45,45
3319,20230508,19:45,20:00,45
3319,20230508,20:00,20:15,30
3319,20230508,20:15,20:30,30
3301,20230508,00:00,23:59,35
3198,20230508,00:00,23:59,30
3322,20230508,00:00,23:59,165
3284,20230508,00:00,23:59,134
3312,20230508,00:00,23:59,40
3219,20230508,00:00,23:59,228
3306,20230508,08:30,08:45,30
3306,20230508,08:45,09:00,30
3306,20230508,09:00,09:15,30
3306,20230508,09:15,09:30,30
3306,20230508,09:30,09:45,30
3306,20230508,09:45,10:00,30
3306,20230508,10:00,10:15,30
3306,20230508,10:15,10:30,30
3306,20230508,10:30,10:45,45
3306,20230508,10:45,11:00,45
3306,20230508,11:00,11:15,45
3306,20230508,11:15,11:30,45
3306,20230508,11:30,11:45,45
3306,20230508,11:45,12:00,45
3306,20230508,12:00,12:15,45
3306,20230508,12:15,12:30,45
3306,20230508,12:30,12:45,30
3306,20230508,12:45,13:00,30
3306,20230508,13:00,13:15,30
3306,20230508,13:15,13:30,30
3306,20230508,13:30,13:45,30
3306,20230508,13:45,14:00,30
3306,20230508,14:00,14:15,30
3306,20230508,14:15,14:30,30
3306,20230508,14:30,14:45,30
3306,20230508,14:45,15:00,30
3306,20230508,15:00,15:15,30
3306,20230508,15:15,15:30,30
3306,20230508,15:30,15:45,30
3306,20230508,15:45,16:00,30
3306,20230508,16:00,16:15,30
3306,20230508,16:15,16:30,30
3306,20230508,16:30,16:45,30
3306,20230508,16:45,17:00,30
3306,20230508,17:00,17:15,30
3306,20230508,17:15,17:30,30
3306,20230508,17:30,17:45,45
3306,20230508,17:45,18:00,45
3306,20230508,18:00,18:15,30
3306,20230508,18:15,18:30,30
3306,20230508,18:30,18:45,30
3306,20230508,18:45,19:00,30
3306,20230508,19:00,19:15,30
3306,20230508,19:15,19:30,30
3306,20230508,19:30,19:45,30
3306,20230508,19:45,20:00,30
3306,20230508,20:00,20:15,30
3306,20230508,20:15,20:30,30
3215,20230508,00:00,23:59,120
3280,20230508,00:00,23:59,60
3315,20230508,00:00,23:59,205
3321,20230508,00:00,23:59,20
3311,20230508,00:00,23:59,81
3288,20230508,00:00,23:59,79
3193,20230508,00:00,23:59,51
3194,20230508,00:00,23:59,75
3211,20230508,00:00,23:59,145
3297,20230508,00:00,23:59,520
3305,20230508,00:00,23:59,45
3202,20230508,00:00,23:59,80
3203,20230508,00:00,23:59,30
3294,20230508,00:00,23:59,365
3133,20230508,00:00,23:59,452
3320,20230508,00:00,23:59,20
3205,20230508,00:00,23:59,405
3286,20230508,08:30,08:45,15
3286,20230508,08:45,09:00,15
3286,20230508,09:00,09:15,15
3286,20230508,09:15,09:30,15
3286,20230508,09:30,09:45,15
3286,20230508,09:45,10:00,15
3286,20230508,10:00,10:15,15
3286,20230508,10:15,10:30,15
3286,20230508,10:30,10:45,15
3286,20230508,10:45,11:00,15
3286,20230508,11:00,11:15,15
3286,20230508,11:15,11:30,15
3286,20230508,11:30,11:45,15
3286,20230508,11:45,12:00,15
3286,20230508,12:00,12:15,15
3286,20230508,12:15,12:30,15
3286,20230508,12:30,12:45,15
3286,20230508,12:45,13:00,15
3286,20230508,13:00,13:15,15
3286,20230508,13:15,13:30,15
3286,20230508,13:30,13:45,15
3286,20230508,13:45,14:00,15
3286,20230508,14:00,14:15,15
3286,20230508,14:15,14:30,15
3286,20230508,14:30,14:45,15
3286,20230508,14:45,15:00,15
3286,20230508,15:00,15:15,15
3286,20230508,15:15,15:30,15
3286,20230508,15:30,15:45,15
3286,20230508,15:45,16:00,15
3286,20230508,16:00,16:15,15
3286,20230508,16:15,16:30,15
3286,20230508,16:30,16:45,15
3286,20230508,16:45,17:00,15
3286,20230508,17:00,17:15,15
3286,20230508,17:15,17:30,15
3286,20230508,17:30,17:45,15
3286,20230508,17:45,18:00,15
3286,20230508,18:00,18:15,15
3286,20230508,18:15,18:30,15
3286,20230508,18:30,18:45,15
3286,20230508,18:45,19:00,15
3286,20230508,19:00,19:15,15
3286,20230508,19:15,19:30,15
3286,20230508,19:30,19:45,15
3286,20230508,19:45,20:00,15
3286,20230508,20:00,20:15,15
3286,20230508,20:15,20:30,15
3208,20230508,00:00,23:59,3
3326,20230508,00:00,23:59,220
3283,20230508,00:00,23:59,103
3218,20230508,00:00,23:59,111
3307,20230508,08:30,08:45,15
3307,20230508,08:45,09:00,15
3307,20230508,09:00,09:15,15
3307,20230508,09:15,09:30,15
3307,20230508,09:30,09:45,15
3307,20230508,09:45,10:00,15
3307,20230508,10:00,10:15,15
3307,20230508,10:15,10:30,15
3307,20230508,10:30,10:45,15
3307,20230508,10:45,11:00,15
3307,20230508,11:00,11:15,15
3307,20230508,11:15,11:30,15
3307,20230508,11:30,11:45,15
3307,20230508,11:45,12:00,15
3307,20230508,12:00,12:15,15
3307,20230508,12:15,12:30,15
3307,20230508,12:30,12:45,15
3307,20230508,12:45,13:00,15
3307,20230508,13:00,13:15,15
3307,20230508,13:15,13:30,15
3307,20230508,13:30,13:45,15
3307,20230508,13:45,14:00,15
3307,20230508,14:00,14:15,15
3307,20230508,14:15,14:30,15
3307,20230508,14:30,14:45,15
3307,20230508,14:45,15:00,15
3307,20230508,15:00,15:15,15
3307,20230508,15:15,15:30,15
3307,20230508,15:30,15:45,15
3307,20230508,15:45,16:00,15
3307,20230508,16:00,16:15,15
3307,20230508,16:15,16:30,15
3307,20230508,16:30,16:45,15
3307,20230508,16:45,17:00,15
3307,20230508,17:00,17:15,15
3307,20230508,17:15,17:30,15
3307,20230508,17:30,17:45,15
3307,20230508,17:45,18:00,15
3307,20230508,18:00,18:15,15
3307,20230508,18:15,18:30,15
3307,20230508,18:30,18:45,15
3307,20230508,18:45,19:00,15
3307,20230508,19:00,19:15,15
3307,20230508,19:15,19:30,15
3307,20230508,19:30,19:45,15
3307,20230508,19:45,20:00,15
3307,20230508,20:00,20:15,15
3307,20230508,20:15,20:30,15
3291,20230508,00:00,23:59,6
3289,20230508,00:00,23:59,15
3304,20230508,00:00,23:59,5
3212,20230508,06:00,09:00,115
3324,20230508,00:00,23:59,77
3293,20230508,14:00,17:30,35
3298,20230508,00:00,23:59,45
3287,20230508,00:00,23:59,434
3268,20230508,00:00,23:59,20
3318,20230508,00:00,23:59,93
3214,20230508,00:00,23:59,120
3313,20230508,00:00,23:59,386
3274,20230508,00:00,23:59,120
3296,20230508,00:00,23:59,426
3285,20230508,06:00,12:00,269
3290,20230508,00:00,23:59,600
3309,20230508,00:00,23:59,9
3299,20230509,00:00,23:59,120
3316,20230509,08:30,08:45,15
3316,20230509,08:45,09:00,15
3316,20230509,09:00,09:15,15
3316,20230509,09:15,09:30,15
3316,20230509,09:30,09:45,15
3316,20230509,09:45,10:00,15
3316,20230509,10:00,10:15,15
3316,20230509,10:15,10:30,15
3316,20230509,10:30,10:45,15
3316,20230509,10:45,11:00,15
3316,20230509,11:00,11:15,15
3316,20230509,11:15,11:30,15
3316,20230509,11:30,11:45,15
3316,20230509,11:45,12:00,15
3316,20230509,12:00,12:15,15
3316,20230509,12:15,12:30,15
3316,20230509,12:30,12:45,15
3316,20230509,12:45,13:00,15
3316,20230509,13:00,13:15,15
3316,20230509,13:15,13:30,15
3316,20230509,13:30,13:45,15
3316,20230509,13:45,14:00,15
3316,20230509,14:00,14:15,15
3316,20230509,14:15,14:30,15
3316,20230509,14:30,14:45,15
3316,20230509,14:45,15:00,15
3316,20230509,15:00,15:15,15
3316,20230509,15:15,15:30,15
3316,20230509,15:30,15:45,15
3316,20230509,15:45,16:00,15
3316,20230509,16:00,16:15,15
3316,20230509,16:15,16:30,15
3316,20230509,16:30,16:45,15
3316,20230509,16:45,17:00,15
3316,20230509,17:00,17:15,15
3316,20230509,17:15,17:30,15
3316,20230509,17:30,17:45,15
3316,20230509,17:45,18:00,15
3316,20230509,18:00,18:15,15
3316,20230509,18:15,18:30,15
3316,20230509,18:30,18:45,15
3316,20230509,18:45,19:00,15
3316,20230509,19:00,19:15,15
3316,20230509,19:15,19:30,15
3316,20230509,19:30,19:45,15
3316,20230509,19:45,20:00,15
3316,20230509,20:00,20:15,15
3316,20230509,20:15,20:30,15
3206,20230509,06:00,08:30,15
3302,20230509,08:30,08:45,15
3302,20230509,08:45,09:00,15
3302,20230509,09:00,09:15,15
3302,20230509,09:15,09:30,15
3302,20230509,09:30,09:45,15
3302,20230509,09:45,10:00,15
3302,20230509,10:00,10:15,15
3302,20230509,10:15,10:30,15
3302,20230509,10:30,10:45,15
3302,20230509,10:45,11:00,15
3302,20230509,11:00,11:15,15
3302,20230509,11:15,11:30,15
3302,20230509,11:30,11:45,15
3302,20230509,11:45,12:00,15
3302,20230509,12:00,12:15,15
3302,20230509,12:15,12:30,15
3302,20230509,12:30,12:45,15
3302,20230509,12:45,13:00,15
3302,20230509,13:00,13:15,15
3302,20230509,13:15,13:30,15
3302,20230509,13:30,13:45,15
3302,20230509,13:45,14:00,15
3302,20230509,14:00,14:15,15
3302,20230509,14:15,14:30,15
3302,20230509,14:30,14:45,15
3302,20230509,14:45,15:00,15
3302,20230509,15:00,15:15,15
3302,20230509,15:15,15:30,15
3302,20230509,15:30,15:45,15
3302,20230509,15:45,16:00,15
3302,20230509,16:00,16:15,15
3302,20230509,16:15,16:30,15
3302,20230509,16:30,16:45,15
3302,20230509,16:45,17:00,15
3302,20230509,17:00,17:15,15
3302,20230509,17:15,17:30,15
3302,20230509,17:30,17:45,15
3302,20230509,17:45,18:00,15
3302,20230509,18:00,18:15,15
3302,20230509,18:15,18:30,15
3302,20230509,18:30,18:45,15
3302,20230509,18:45,19:00,15
3302,20230509,19:00,19:15,15
3302,20230509,19:15,19:30,15
3302,20230509,19:30,19:45,15
3302,20230509,19:45,20:00,15
3302,20230509,20:00,20:15,15
3302,20230509,20:15,20:30,15
3209,20230509,06:00,08:30,36
3303,20230509,00:00,23:59,41
3310,20230509,06:30,07:30,21
3317,20230509,00:00,23:59,225
3300,20230509,08:30,08:45,15
3300,20230509,08:45,09:00,15
3300,20230509,09:00,09:15,15
3300,20230509,09:15,09:30,15
3300,20230509,09:30,09:45,15
3300,20230509,09:45,10:00,15
3300,20230509,10:00,10:15,15
3300,20230509,10:15,10:30,15
3300,20230509,10:30,10:45,15
3300,20230509,10:45,11:00,15
3300,20230509,11:00,11:15,15
3300,20230509,11:15,11:30,15
3300,20230509,11:30,11:45,15
3300,20230509,11:45,12:00,15
3300,20230509,12:00,12:15,15
3300,20230509,12:15,12:30,15
3300,20230509,12:30,12:45,15
3300,20230509,12:45,13:00,15
3300,20230509,13:00,13:15,15
3300,20230509,13:15,13:30,15
3300,20230509,13:30,13:45,15
3300,20230509,13:45,14:00,15
3300,20230509,14:00,14:15,15
3300,20230509,14:15,14:30,15
3300,20230509,14:30,14:45,15
3300,20230509,14:45,15:00,15
3300,20230509,15:00,15:15,15
3300,20230509,15:15,15:30,15
3300,20230509,15:30,15:45,15
3300,20230509,15:45,16:00,15
3300,20230509,16:00,16:15,15
3300,20230509,16:15,16:30,15
3300,20230509,16:30,16:45,15
3300,20230509,16:45,17:00,15
3300,20230509,17:00,17:15,15
3300,20230509,17:15,17:30,15
3300,20230509,17:30,17:45,15
3300,20230509,17:45,18:00,15
3300,20230509,18:00,18:15,15
3300,20230509,18:15,18:30,15
3300,20230509,18:30,18:45,15
3300,20230509,18:45,19:00,15
3300,20230509,19:00,19:15,15
3300,20230509,19:15,19:30,15
3300,20230509,19:30,19:45,15
3300,20230509,19:45,20:00,15
3300,20230509,20:00,20:15,15
3300,20230509,20:15,20:30,15
3292,20230509,00:00,23:59,106
3207,20230509,00:00,23:59,158
3319,20230509,08:30,08:45,30
3319,20230509,08:45,09:00,30
3319,20230509,09:00,09:15,45
3319,20230509,09:15,09:30,45
3319,20230509,09:30,09:45,45
3319,20230509,09:45,10:00,45
3319,20230509,10:00,10:15,60
3319,20230509,10:15,10:30,60
3319,20230509,10:30,10:45,60
3319,20230509,10:45,11:00,60
3319,20230509,11:00,11:15,60
3319,20230509,11:15,11:30,60
3319,20230509,11:30,11:45,60
3319,20230509,11:45,12:00,60
3319,20230509,12:00,12:15,60
3319,20230509,12:15,12:30,60
3319,20230509,12:30,12:45,60
3319,20230509,12:45,13:00,60
3319,20230509,13:00,13:15,45
3319,20230509,13:15,13:30,45
3319,20230509,13:30,13:45,45
3319,20230509,13:45,14:00,45
3319,20230509,14:00,14:15,30
3319,20230509,14:15,14:30,30
3319,20230509,14:30,14:45,30
3319,20230509,14:45,15:00,30
3319,20230509,15:00,15:15,30
3319,20230509,15:15,15:30,30
3319,20230509,15:30,15:45,45
3319,20230509,15:45,16:00,45
3319,20230509,16:00,16:15,45
3319,20230509,16:15,16:30,45
3319,20230509,16:30,16:45,45
3319,20230509,16:45,17:00,45
3319,20230509,17:00,17:15,45
3319,20230509,17:15,17:30,45
3319,20230509,17:30,17:45,60
3319,20230509,17:45,18:00,60
3319,20230509,18:00,18:15,60
3319,20230509,18:15,18:30,60
3319,20230509,18:30,18:45,45
3319,20230509,18:45,19:00,45
3319,20230509,19:00,19:15,45
3319,20230509,19:15,19:30,45
3319,20230509,19:30,19:45,45
3319,20230509,19:45,20:00,45
3319,20230509,20:00,20:15,30
3319,20230509,20:15,20:30,30
3301,20230509,00:00,23:59,33
3198,20230509,00:00,23:59,40
3284,20230509,00:00,23:59,62
3312,20230509,00:00,23:59,70
3219,20230509,00:00,23:59,220
3306,20230509,08:30,08:45,30
3306,20230509,08:45,09:00,30
3306,20230509,09:00,09:15,30
3306,20230509,09:15,09:30,30
3306,20230509,09:30,09:45,30
3306,20230509,09:45,10:00,30
3306,20230509,10:00,10:15,30
3306,20230509,10:15,10:30,30
3306,20230509,10:30,10:45,45
3306,20230509,10:45,11:00,45
3306,20230509,11:00,11:15,45
3306,20230509,11:15,11:30,45
3306,20230509,11:30,11:45,45
3306,20230509,11:45,12:00,45
3306,20230509,12:00,12:15,45
3306,20230509,12:15,12:30,45
3306,20230509,12:30,12:45,30
3306,20230509,12:45,13:00,30
3306,20230509,13:00,13:15,30
3306,20230509,13:15,13:30,30
3306,20230509,13:30,13:45,30
3306,20230509,13:45,14:00,30
3306,20230509,14:00,14:15,30
3306,20230509,14:15,14:30,30
3306,20230509,14:30,14:45,30
3306,20230509,14:45,15:00,30
3306,20230509,15:00,15:15,30
3306,20230509,15:15,15:30,30
3306,20230509,15:30,15:45,30
3306,20230509,15:45,16:00,30
3306,20230509,16:00,16:15,30
3306,20230509,16:15,16:30,30
3306,20230509,16:30,16:45,30
3306,20230509,16:45,17:00,30
3306,20230509,17:00,17:15,30
3306,20230509,17:15,17:30,30
3306,20230509,17:30,17:45,30
3306,20230509,17:45,18:00,30
3306,20230509,18:00,18:15,30
3306,20230509,18:15,18:30,30
3306,20230509,18:30,18:45,30
3306,20230509,18:45,19:00,30
3306,20230509,19:00,19:15,30
3306,20230509,19:15,19:30,30
3306,20230509,19:30,19:45,30
3306,20230509,19:45,20:00,30
3306,20230509,20:00,20:15,15
3306,20230509,20:15,20:30,15
3215,20230509,00:00,23:59,264
3280,20230509,00:00,23:59,60
3315,20230509,00:00,23:59,77
3321,20230509,00:00,23:59,20
3311,20230509,00:00,23:59,111
3288,20230509,00:00,23:59,72
3193,20230509,00:00,23:59,24
3194,20230509,00:00,23:59,60
3211,20230509,00:00,23:59,145
3202,20230509,00:00,23:59,80
3203,20230509,00:00,23:59,30
3294,20230509,00:00,23:59,365
3133,20230509,00:00,23:59,288
3204,20230509,00:00,23:59,13
3320,20230509,00:00,23:59,20
3213,20230509,00:00,23:59,38
3323,20230509,00:00,23:59,100
3205,20230509,00:00,23:59,408
3286,20230509,08:30,08:45,15
3286,20230509,08:45,09:00,15
3286,20230509,09:00,09:15,15
3286,20230509,09:15,09:30,15
3286,20230509,09:30,09:45,15
3286,20230509,09:45,10:00,15
3286,20230509,10:00,10:15,15
3286,20230509,10:15,10:30,15
3286,20230509,10:30,10:45,15
3286,20230509,10:45,11:00,15
3286,20230509,11:00,11:15,15
3286,20230509,11:15,11:30,15
3286,20230509,11:30,11:45,15
3286,20230509,11:45,12:00,15
3286,20230509,12:00,12:15,15
3286,20230509,12:15,12:30,15
3286,20230509,12:30,12:45,15
3286,20230509,12:45,13:00,15
3286,20230509,13:00,13:15,15
3286,20230509,13:15,13:30,15
3286,20230509,13:30,13:45,15
3286,20230509,13:45,14:00,15
3286,20230509,14:00,14:15,15
3286,20230509,14:15,14:30,15
3286,20230509,14:30,14:45,15
3286,20230509,14:45,15:00,15
3286,20230509,15:00,15:15,15
3286,20230509,15:15,15:30,15
3286,20230509,15:30,15:45,15
3286,20230509,15:45,16:00,15
3286,20230509,16:00,16:15,15
3286,20230509,16:15,16:30,15
3286,20230509,16:30,16:45,15
3286,20230509,16:45,17:00,15
3286,20230509,17:00,17:15,15
3286,20230509,17:15,17:30,15
3286,20230509,17:30,17:45,15
3286,20230509,17:45,18:00,15
3286,20230509,18:00,18:15,15
3286,20230509,18:15,18:30,15
3286,20230509,18:30,18:45,15
3286,20230509,18:45,19:00,15
3286,20230509,19:00,19:15,15
3286,20230509,19:15,19:30,15
3286,20230509,19:30,19:45,15
3286,20230509,19:45,20:00,15
3286,20230509,20:00,20:15,15
3286,20230509,20:15,20:30,15
3208,20230509,00:00,23:59,8
3314,20230509,00:00,23:59,4
3326,20230509,00:00,23:59,185
3283,20230509,00:00,23:59,127
3218,20230509,00:00,23:59,138
3307,20230509,08:30,08:45,15
3307,20230509,08:45,09:00,15
3307,20230509,09:00,09:15,15
3307,20230509,09:15,09:30,15
3307,20230509,09:30,09:45,15
3307,20230509,09:45,10:00,15
3307,20230509,10:00,10:15,15
3307,20230509,10:15,10:30,15
3307,20230509,10:30,10:45,15
3307,20230509,10:45,11:00,15
3307,20230509,11:00,11:15,15
3307,20230509,11:15,11:30,15
3307,20230509,11:30,11:45,15
3307,20230509,11:45,12:00,15
3307,20230509,12:00,12:15,15
3307,20230509,12:15,12:30,15
3307,20230509,12:30,12:45,15
3307,20230509,12:45,13:00,15
3307,20230509,13:00,13:15,15
3307,20230509,13:15,13:30,15
3307,20230509,13:30,13:45,15
3307,20230509,13:45,14:00,15
3307,20230509,14:00,14:15,15
3307,20230509,14:15,14:30,15
3307,20230509,14:30,14:45,15
3307,20230509,14:45,15:00,15
3307,20230509,15:00,15:15,15
3307,20230509,15:15,15:30,15
3307,20230509,15:30,15:45,15
3307,20230509,15:45,16:00,15
3307,20230509,16:00,16:15,15
3307,20230509,16:15,16:30,15
3307,20230509,16:30,16:45,15
3307,20230509,16:45,17:00,15
3307,20230509,17:00,17:15,15
3307,20230509,17:15,17:30,15
3307,20230509,17:30,17:45,15
3307,20230509,17:45,18:00,15
3307,20230509,18:00,18:15,15
3307,20230509,18:15,18:30,15
3307,20230509,18:30,18:45,15
3307,20230509,18:45,19:00,15
3307,20230509,19:00,19:15,15
3307,20230509,19:15,19:30,15
3307,20230509,19:30,19:45,15
3307,20230509,19:45,20:00,15
3316,20230510,18:00,18:15,15
3307,20230509,20:00,20:15,15
3307,20230509,20:15,20:30,15
3291,20230509,00:00,23:59,9
3289,20230509,00:00,23:59,15
3304,20230509,00:00,23:59,10
3284,20230510,00:00,23:59,71
3212,20230509,06:00,09:00,80
3324,20230509,00:00,23:59,58
3293,20230509,14:00,17:30,287
3298,20230509,00:00,23:59,42
3287,20230509,00:00,23:59,391
3268,20230509,00:00,23:59,20
3318,20230509,00:00,23:59,93
3214,20230509,00:00,23:59,135
3313,20230509,00:00,23:59,356
3274,20230509,00:00,23:59,120
3325,20230509,14:00,17:00,180
3296,20230509,00:00,23:59,296
3285,20230509,06:00,12:00,269
3290,20230509,00:00,23:59,570
3282,20230509,00:00,23:59,1922
3308,20230509,00:00,23:59,90
3309,20230509,00:00,23:59,10
3299,20230510,00:00,23:59,120
3316,20230510,08:30,08:45,15
3316,20230510,08:45,09:00,15
3316,20230510,09:00,09:15,15
3316,20230510,09:15,09:30,15
3316,20230510,09:30,09:45,15
3316,20230510,09:45,10:00,15
3316,20230510,10:00,10:15,15
3316,20230510,10:15,10:30,15
3316,20230510,10:30,10:45,15
3316,20230510,10:45,11:00,15
3316,20230510,11:00,11:15,15
3316,20230510,11:15,11:30,15
3316,20230510,11:30,11:45,15
3316,20230510,11:45,12:00,15
3316,20230510,12:00,12:15,15
3316,20230510,12:15,12:30,15
3316,20230510,12:30,12:45,15
3316,20230510,12:45,13:00,15
3316,20230510,13:00,13:15,15
3316,20230510,13:15,13:30,15
3316,20230510,13:30,13:45,15
3316,20230510,13:45,14:00,15
3316,20230510,14:00,14:15,15
3316,20230510,14:15,14:30,15
3316,20230510,14:30,14:45,15
3316,20230510,14:45,15:00,15
3316,20230510,15:00,15:15,15
3316,20230510,15:15,15:30,15
3316,20230510,15:30,15:45,15
3316,20230510,15:45,16:00,15
3316,20230510,16:00,16:15,15
3316,20230510,16:15,16:30,15
3316,20230510,16:30,16:45,15
3316,20230510,16:45,17:00,15
3316,20230510,17:00,17:15,15
3316,20230510,17:15,17:30,15
3316,20230510,17:30,17:45,15
