employee,activity,group,priority
1031,3207,195,0.0
1031,3299,192,0.0
1031,3316,192,0.0
1075,3319,195,0.0
1075,3324,200,0.0
1075,3298,200,0.0
1075,3282,203,0.0
1075,3295,200,0.0
1075,3309,203,0.0
1075,3289,200,0.0
1075,3293,200,0.0
1075,3207,195,0.0
1075,3308,203,0.0
1075,3212,200,0.0
1074,3326,199,0.0
1074,3301,193,0.0
1074,3215,193,0.0
1074,3291,199,0.0
1074,3307,199,0.0
1074,3306,193,0.0
1074,3207,195,0.0
1074,3284,193,0.0
1074,3283,199,0.0
1074,3319,195,0.0
1074,3312,193,0.0
1074,3198,193,0.0
1074,3219,193,0.0
1074,3218,199,0.0
1074,3322,193,0.0
1073,3301,193,0.0
1073,3215,193,0.0
1073,3306,193,0.0
1073,3312,193,0.0
1073,3198,193,0.0
1073,3219,193,0.0
1073,3284,193,0.0
1073,3322,193,0.0
1072,3301,193,0.0
1072,3215,193,0.0
1072,3306,193,0.0
1072,3312,193,0.0
1072,3198,193,0.0
1072,3219,193,0.0
1072,3284,193,0.0
1072,3322,193,0.0
1071,3301,193,0.0
1071,3215,193,0.0
1071,3306,193,0.0
1071,3312,193,0.0
1071,3198,193,0.0
1071,3219,193,0.0
1071,3284,193,0.0
1071,3322,193,0.0
1070,3302,192,0.0
1070,3206,192,0.0
1070,3319,195,0.0
1070,3207,195,0.0
1070,3299,192,0.0
1070,3316,192,0.0
1069,3194,197,0.0
1069,3211,197,0.0
1069,3294,197,0.0
1069,3202,197,0.0
1069,3133,197,0.0
1069,3305,197,0.0
1069,3203,197,0.0
1069,3193,197,0.0
1069,3297,197,0.0
1068,3321,196,0.0
1068,3305,197,0.0
1068,3203,197,0.0
1068,3325,204,0.0
1068,3318,204,0.0
1068,3280,196,0.0
1068,3211,197,0.0
1068,3194,197,0.0
1068,3214,204,0.0
1068,3282,203,0.0
1068,3288,196,0.0
1068,3268,204,0.0
1068,3308,203,0.0
1068,3202,197,0.0
1068,3296,204,0.0
1068,3313,204,0.0
1068,3274,204,0.0
1068,3309,203,0.0
1068,3193,197,0.0
1068,3297,197,0.0
1068,3311,196,0.0
1068,3294,197,0.0
1068,3133,197,0.0
1068,3315,196,0.0
1068,3216,196,0.0
1068,3285,204,0.0
1067,3287,201,0.0
1080,3202,197,0.0
1080,3292,194,0.0
1080,3305,197,0.0
1080,3310,194,0.0
1080,3203,197,0.0
1080,3193,197,0.0
1080,3297,197,0.0
1080,3211,197,0.0
1080,3294,197,0.0
1080,3194,197,0.0
1080,3133,197,0.0
1080,3303,194,0.0
1080,3209,194,0.0
1080,3317,194,0.0
1080,3300,194,0.0
1080,3281,194,0.0
1044,3292,194,0.0
1044,3301,193,0.0
1044,3215,193,0.0
1044,3310,194,0.0
1044,3306,193,0.0
1044,3204,198,0.0
1044,3284,193,0.0
1044,3213,198,0.0
1044,3286,198,0.0
1044,3303,194,0.0
1044,3209,194,0.0
1044,3205,198,0.0
1044,3312,193,0.0
1044,3317,194,0.0
1044,3300,194,0.0
1044,3281,194,0.0
1044,3198,193,0.0
1044,3320,198,0.0
1044,3219,193,0.0
1044,3322,193,0.0
1044,3323,198,0.0
1088,3321,196,0.0
1088,3280,196,0.0
1088,3319,195,0.0
1088,3315,196,0.0
1088,3216,196,0.0
1088,3288,196,0.0
1088,3207,195,0.0
1088,3311,196,0.0
1043,3301,193,0.0
1043,3215,193,0.0
1043,3306,193,0.0
1043,3312,193,0.0
1043,3198,193,0.0
1043,3219,193,0.0
1043,3284,193,0.0
1043,3322,193,0.0
1087,3214,204,0.0
1087,3296,204,0.0
1087,3313,204,0.0
1087,3282,203,0.0
1087,3274,204,0.0
1087,3290,202,0.0
1087,3309,203,0.0
1087,3268,204,0.0
1087,3325,204,0.0
1087,3308,203,0.0
1087,3285,204,0.0
1087,3318,204,0.0
1042,3214,204,0.0
1042,3296,204,0.0
1042,3313,204,0.0
1042,3274,204,0.0
1042,3290,202,0.0
1042,3268,204,0.0
1042,3325,204,0.0
1042,3285,204,0.0
1042,3318,204,0.0
1086,3287,201,0.0
1086,3214,204,0.0
1086,3296,204,0.0
1086,3313,204,0.0
1086,3274,204,0.0
1086,3268,204,0.0
1086,3325,204,0.0
1086,3285,204,0.0
1086,3318,204,0.0
1041,3301,193,0.0
1041,3215,193,0.0
1041,3306,193,0.0
1041,3312,193,0.0
1041,3198,193,0.0
1041,3219,193,0.0
1041,3284,193,0.0
1041,3322,193,0.0
1085,3302,192,0.0
1085,3206,192,0.0
1085,3299,192,0.0
1085,3316,192,0.0
1040,3213,198,0.0
1040,3286,198,0.0
1040,3205,198,0.0
1040,3204,198,0.0
1040,3320,198,0.0
1040,3323,198,0.0
1084,3214,204,0.0
1084,3296,204,0.0
1084,3313,204,0.0
1084,3274,204,0.0
1084,3268,204,0.0
1084,3325,204,0.0
1084,3285,204,0.0
1084,3318,204,0.0
1083,3292,194,0.0
1083,3303,194,0.0
1083,3310,194,0.0
1083,3209,194,0.0
1083,3281,194,0.0
1083,3317,194,0.0
1083,3300,194,0.0
1082,3292,194,0.0
1082,3303,194,0.0
1082,3310,194,0.0
1082,3209,194,0.0
1082,3281,194,0.0
1082,3317,194,0.0
1082,3300,194,0.0
1081,3319,195,0.0
1081,3207,195,0.0
1039,3301,193,0.0
1039,3215,193,0.0
1039,3306,193,0.0
1039,3312,193,0.0
1039,3198,193,0.0
1039,3219,193,0.0
1039,3284,193,0.0
1039,3322,193,0.0
1038,3301,193,0.0
1038,3215,193,0.0
1038,3306,193,0.0
1038,3312,193,0.0
1038,3198,193,0.0
1038,3219,193,0.0
1038,3284,193,0.0
1038,3322,193,0.0
1037,3302,192,0.0
1037,3206,192,0.0
1037,3319,195,0.0
1037,3207,195,0.0
1037,3299,192,0.0
1037,3316,192,0.0
1036,3213,198,0.0
1036,3286,198,0.0
1036,3205,198,0.0
1036,3204,198,0.0
1036,3320,198,0.0
1036,3323,198,0.0
1035,3213,198,0.0
1035,3286,198,0.0
1035,3282,203,0.0
1035,3205,198,0.0
1035,3309,203,0.0
1035,3204,198,0.0
1035,3320,198,0.0
1035,3308,203,0.0
1035,3323,198,0.0
1079,3301,193,0.0
1079,3215,193,0.0
1079,3306,193,0.0
1079,3312,193,0.0
1079,3198,193,0.0
1079,3219,193,0.0
1079,3284,193,0.0
1079,3322,193,0.0
1034,3301,193,0.0
1034,3215,193,0.0
1034,3306,193,0.0
1034,3312,193,0.0
1034,3198,193,0.0
1034,3219,193,0.0
1034,3284,193,0.0
1034,3322,193,0.0
1078,3302,192,0.0
1078,3206,192,0.0
1078,3319,195,0.0
1078,3207,195,0.0
1078,3299,192,0.0
1078,3316,192,0.0
1091,3296,204,0.0
1091,3313,204,0.0
1091,3274,204,0.0
1091,3204,198,0.0
1091,3325,204,0.0
1091,3318,204,0.0
1091,3214,204,0.0
1091,3213,198,0.0
1091,3286,198,0.0
1091,3205,198,0.0
1091,3268,204,0.0
1091,3320,198,0.0
1091,3285,204,0.0
1091,3323,198,0.0
1090,3202,197,0.0
1090,3305,197,0.0
1090,3296,204,0.0
1090,3313,204,0.0
1090,3274,204,0.0
1090,3203,197,0.0
1090,3325,204,0.0
1090,3193,197,0.0
1090,3207,195,0.0
1090,3297,197,0.0
1090,3318,204,0.0
1090,3294,197,0.0
1090,3194,197,0.0
1090,3211,197,0.0
1090,3319,195,0.0
1090,3133,197,0.0
1090,3214,204,0.0
1090,3268,204,0.0
1090,3285,204,0.0
1055,3319,195,0.0
1055,3207,195,0.0
1054,3319,195,0.0
1054,3207,195,0.0
1053,3302,192,0.0
1053,3206,192,0.0
1053,3319,195,0.0
1053,3207,195,0.0
1053,3299,192,0.0
1053,3316,192,0.0
1096,3301,193,0.0
1096,3215,193,0.0
1096,3306,193,0.0
1096,3204,198,0.0
1096,3284,193,0.0
1096,3213,198,0.0
1096,3286,198,0.0
1096,3205,198,0.0
1096,3312,193,0.0
1096,3198,193,0.0
1096,3320,198,0.0
1096,3219,193,0.0
1096,3322,193,0.0
1096,3323,198,0.0
1052,3326,199,0.0
1052,3291,199,0.0
1052,3307,199,0.0
1052,3218,199,0.0
1052,3283,199,0.0
1095,3326,199,0.0
1095,3301,193,0.0
1095,3215,193,0.0
1095,3291,199,0.0
1095,3307,199,0.0
1095,3306,193,0.0
1095,3284,193,0.0
1095,3283,199,0.0
1095,3312,193,0.0
1095,3198,193,0.0
1095,3219,193,0.0
1095,3218,199,0.0
1095,3322,193,0.0
1051,3202,197,0.0
1051,3287,201,0.0
1051,3305,197,0.0
1051,3296,204,0.0
1051,3313,204,0.0
1051,3274,204,0.0
1051,3203,197,0.0
1051,3325,204,0.0
1051,3193,197,0.0
1051,3297,197,0.0
1051,3318,204,0.0
1051,3294,197,0.0
1051,3194,197,0.0
1051,3211,197,0.0
1051,3133,197,0.0
1051,3214,204,0.0
1051,3268,204,0.0
1051,3285,204,0.0
1094,3326,199,0.0
1094,3301,193,0.0
1094,3215,193,0.0
1094,3291,199,0.0
1094,3307,199,0.0
1094,3306,193,0.0
1094,3284,193,0.0
1094,3283,199,0.0
1094,3312,193,0.0
1094,3198,193,0.0
1094,3219,193,0.0
1094,3218,199,0.0
1094,3322,193,0.0
1050,3206,192,0.0
1050,3296,204,0.0
1050,3313,204,0.0
1050,3274,204,0.0
1050,3325,204,0.0
1050,3207,195,0.0
1050,3318,204,0.0
1050,3302,192,0.0
1050,3319,195,0.0
1050,3214,204,0.0
1050,3268,204,0.0
1050,3299,192,0.0
1050,3285,204,0.0
1050,3316,192,0.0
1093,3292,194,0.0
1093,3301,193,0.0
1093,3215,193,0.0
1093,3310,194,0.0
1093,3306,193,0.0
1093,3284,193,0.0
1093,3303,194,0.0
1093,3209,194,0.0
1093,3312,193,0.0
1093,3317,194,0.0
1093,3300,194,0.0
1093,3281,194,0.0
1093,3198,193,0.0
1093,3219,193,0.0
1093,3322,193,0.0
1092,3301,193,0.0
1092,3215,193,0.0
1092,3306,193,0.0
1092,3312,193,0.0
1092,3198,193,0.0
1092,3219,193,0.0
1092,3284,193,0.0
1092,3322,193,0.0
1049,3302,192,0.0
1049,3206,192,0.0
1049,3319,195,0.0
1049,3207,195,0.0
1049,3299,192,0.0
1049,3316,192,0.0
1048,3214,204,0.0
1048,3296,204,0.0
1048,3313,204,0.0
1048,3274,204,0.0
1048,3290,202,0.0
1048,3268,204,0.0
1048,3325,204,0.0
1048,3285,204,0.0
1048,3318,204,0.0
1047,3302,192,0.0
1047,3206,192,0.0
1047,3319,195,0.0
1047,3207,195,0.0
1047,3299,192,0.0
1047,3316,192,0.0
1046,3301,193,0.0
1046,3215,193,0.0
1046,3306,193,0.0
1046,3204,198,0.0
1046,3284,193,0.0
1046,3213,198,0.0
1046,3286,198,0.0
1046,3205,198,0.0
1046,3312,193,0.0
1046,3198,193,0.0
1046,3320,198,0.0
1046,3219,193,0.0
1046,3322,193,0.0
1046,3323,198,0.0
1045,3319,195,0.0
1045,3207,195,0.0
1089,3298,200,0.0
1089,3296,204,0.0
1089,3313,204,0.0
1089,3274,204,0.0
1089,3309,203,0.0
1089,3325,204,0.0
1089,3318,204,0.0
1089,3214,204,0.0
1089,3324,200,0.0
1089,3282,203,0.0
1089,3295,200,0.0
1089,3268,204,0.0
1089,3293,200,0.0
1089,3289,200,0.0
1089,3308,203,0.0
1089,3285,204,0.0
1089,3212,200,0.0
