activity,day,from,to,demand
70785,20241026,00:00,23:59,15
70785,20241027,00:00,23:59,15
70788,20241021,00:00,23:59,135
70788,20241022,00:00,23:59,120
70788,20241023,00:00,23:59,120
70788,20241024,00:00,23:59,120
70788,20241025,00:00,23:59,120
70788,20241026,00:00,23:59,150
70788,20241027,00:00,23:59,45
70801,20241021,00:00,23:59,30
70801,20241022,00:00,23:59,30
70801,20241023,00:00,23:59,30
70801,20241024,00:00,23:59,30
70801,20241025,00:00,23:59,30
70801,20241026,00:00,23:59,60
70801,20241027,00:00,23:59,15
70802,20241021,08:30,08:45,15
70802,20241021,08:45,09:00,15
70802,20241021,09:00,09:15,15
70802,20241021,09:15,09:30,15
70802,20241021,09:30,09:45,15
70802,20241021,09:45,10:00,15
70802,20241021,10:00,10:15,15
70802,20241021,10:15,10:30,15
70802,20241021,10:30,10:45,15
70802,20241021,10:45,11:00,15
70802,20241021,11:00,11:15,15
70802,20241021,11:15,11:30,15
70802,20241021,11:30,11:45,15
70802,20241021,11:45,12:00,15
70802,20241021,12:00,12:15,15
70802,20241021,12:15,12:30,15
70802,20241021,15:30,15:45,15
70802,20241021,15:45,16:00,15
70802,20241021,16:00,16:15,15
70802,20241021,16:15,16:30,15
70802,20241021,16:30,16:45,15
70802,20241021,16:45,17:00,15
70802,20241021,17:00,17:15,15
70802,20241021,17:15,17:30,15
70802,20241021,17:30,17:45,15
70802,20241021,17:45,18:00,15
70802,20241021,18:00,18:15,15
70802,20241021,18:15,18:30,15
70802,20241021,18:30,18:45,15
70802,20241021,18:45,19:00,15
70802,20241021,19:00,19:15,15
70802,20241021,19:15,19:30,15
70802,20241022,08:30,08:45,15
70802,20241022,08:45,09:00,15
70802,20241022,09:00,09:15,15
70802,20241022,09:15,09:30,15
70802,20241022,09:30,09:45,15
70802,20241022,09:45,10:00,15
70802,20241022,10:00,10:15,15
70802,20241022,10:15,10:30,15
70802,20241022,10:30,10:45,15
70802,20241022,10:45,11:00,15
70802,20241022,11:00,11:15,15
70802,20241022,11:15,11:30,15
70802,20241022,11:30,11:45,15
70802,20241022,11:45,12:00,15
70802,20241022,12:00,12:15,15
70802,20241022,12:15,12:30,15
70802,20241022,15:30,15:45,15
70802,20241022,15:45,16:00,15
70802,20241022,16:00,16:15,15
70802,20241022,16:15,16:30,15
70802,20241022,16:30,16:45,15
70802,20241022,16:45,17:00,15
70802,20241022,17:00,17:15,15
70802,20241022,17:15,17:30,15
70802,20241022,17:30,17:45,15
70802,20241022,17:45,18:00,15
70802,20241022,18:00,18:15,15
70802,20241022,18:15,18:30,15
70802,20241022,18:30,18:45,15
70802,20241022,18:45,19:00,15
70802,20241022,19:00,19:15,15
70802,20241022,19:15,19:30,15
70802,20241023,08:30,08:45,15
70802,20241023,08:45,09:00,15
70802,20241023,09:00,09:15,15
70802,20241023,09:15,09:30,15
70802,20241023,09:30,09:45,15
70802,20241023,09:45,10:00,15
70802,20241023,10:00,10:15,15
70802,20241023,10:15,10:30,15
70802,20241023,10:30,10:45,15
70802,20241023,10:45,11:00,15
70802,20241023,11:00,11:15,15
70802,20241023,11:15,11:30,15
70802,20241023,11:30,11:45,15
70802,20241023,11:45,12:00,15
70802,20241023,12:00,12:15,15
70802,20241023,12:15,12:30,15
70802,20241023,15:30,15:45,15
70802,20241023,15:45,16:00,15
70802,20241023,16:00,16:15,15
70802,20241023,16:15,16:30,15
70802,20241023,16:30,16:45,15
70802,20241023,16:45,17:00,15
70802,20241023,17:00,17:15,15
70802,20241023,17:15,17:30,15
70802,20241023,17:30,17:45,15
70802,20241023,17:45,18:00,15
70802,20241023,18:00,18:15,15
70802,20241023,18:15,18:30,15
70802,20241023,18:30,18:45,15
70802,20241023,18:45,19:00,15
70802,20241023,19:00,19:15,15
70802,20241023,19:15,19:30,15
70802,20241024,08:30,08:45,15
70802,20241024,08:45,09:00,15
70802,20241024,09:00,09:15,15
70802,20241024,09:15,09:30,15
70802,20241024,09:30,09:45,15
70802,20241024,09:45,10:00,15
70802,20241024,10:00,10:15,15
70802,20241024,10:15,10:30,15
70802,20241024,10:30,10:45,15
70802,20241024,10:45,11:00,15
70802,20241024,11:00,11:15,15
70802,20241024,11:15,11:30,15
70802,20241024,11:30,11:45,15
70802,20241024,11:45,12:00,15
70802,20241024,12:00,12:15,15
70802,20241024,12:15,12:30,15
70802,20241024,15:30,15:45,15
70802,20241024,15:45,16:00,15
70802,20241024,16:00,16:15,15
70802,20241024,16:15,16:30,15
70802,20241024,16:30,16:45,15
70802,20241024,16:45,17:00,15
70802,20241024,17:00,17:15,15
70802,20241024,17:15,17:30,15
70802,20241024,17:30,17:45,15
70802,20241024,17:45,18:00,15
70802,20241024,18:00,18:15,15
70802,20241024,18:15,18:30,15
70802,20241024,18:30,18:45,15
70802,20241024,18:45,19:00,15
70802,20241024,19:00,19:15,15
70802,20241024,19:15,19:30,15
70802,20241025,08:30,08:45,15
70802,20241025,08:45,09:00,15
70802,20241025,09:00,09:15,15
70802,20241025,09:15,09:30,15
70802,20241025,09:30,09:45,15
70802,20241025,09:45,10:00,15
70802,20241025,10:00,10:15,15
70802,20241025,10:15,10:30,15
70802,20241025,10:30,10:45,15
70802,20241025,10:45,11:00,15
70802,20241025,11:00,11:15,15
70802,20241025,11:15,11:30,15
70802,20241025,11:30,11:45,15
70802,20241025,11:45,12:00,15
70802,20241025,12:00,12:15,15
70802,20241025,12:15,12:30,15
70802,20241025,15:30,15:45,15
70802,20241025,15:45,16:00,15
70802,20241025,16:00,16:15,15
70802,20241025,16:15,16:30,15
70802,20241025,16:30,16:45,15
70802,20241025,16:45,17:00,15
70802,20241025,17:00,17:15,15
70802,20241025,17:15,17:30,15
70802,20241025,17:30,17:45,15
70802,20241025,17:45,18:00,15
70802,20241025,18:00,18:15,15
70802,20241025,18:15,18:30,15
70802,20241025,18:30,18:45,15
70802,20241025,18:45,19:00,15
70802,20241025,19:00,19:15,15
70802,20241025,19:15,19:30,15
70802,20241026,08:30,08:45,15
70802,20241026,08:45,09:00,15
70802,20241026,09:00,09:15,15
70802,20241026,09:15,09:30,15
70802,20241026,09:30,09:45,15
70802,20241026,09:45,10:00,15
70802,20241026,10:00,10:15,30
70802,20241026,10:15,10:30,30
70802,20241026,10:30,10:45,30
70802,20241026,10:45,11:00,30
70802,20241026,11:00,11:15,30
70802,20241026,11:15,11:30,30
70802,20241026,11:30,11:45,30
70802,20241026,11:45,12:00,30
70802,20241026,12:00,12:15,30
70802,20241026,12:15,12:30,30
70802,20241026,12:30,12:45,15
70802,20241026,12:45,13:00,15
70802,20241026,13:00,13:15,15
70802,20241026,13:15,13:30,15
70802,20241026,13:30,13:45,15
70802,20241026,13:45,14:00,15
70802,20241026,14:00,14:15,15
70802,20241026,14:15,14:30,15
70802,20241026,14:30,14:45,15
70802,20241026,14:45,15:00,15
70802,20241026,15:00,15:15,15
70802,20241026,15:15,15:30,15
70802,20241026,15:30,15:45,15
70802,20241026,15:45,16:00,15
70802,20241026,16:00,16:15,15
70802,20241026,16:15,16:30,15
70802,20241026,16:30,16:45,15
70802,20241026,16:45,17:00,15
70802,20241026,17:00,17:15,15
70802,20241026,17:15,17:30,15
70802,20241026,17:30,17:45,15
70802,20241026,17:45,18:00,15
70802,20241026,18:00,18:15,15
70802,20241026,18:15,18:30,15
70802,20241026,18:30,18:45,15
70802,20241026,18:45,19:00,15
70802,20241026,19:00,19:15,15
70802,20241026,19:15,19:30,15
70802,20241027,08:30,08:45,15
70802,20241027,08:45,09:00,15
70802,20241027,09:00,09:15,15
70802,20241027,09:15,09:30,15
70802,20241027,09:30,09:45,15
70802,20241027,09:45,10:00,15
70802,20241027,10:00,10:15,15
70802,20241027,10:15,10:30,15
70802,20241027,10:30,10:45,15
70802,20241027,10:45,11:00,15
70802,20241027,11:00,11:15,15
70802,20241027,11:15,11:30,15
70802,20241027,11:30,11:45,15
70802,20241027,11:45,12:00,15
70802,20241027,12:00,12:15,15
70802,20241027,12:15,12:30,15
70802,20241027,12:30,12:45,15
70802,20241027,12:45,13:00,15
70803,20241021,00:00,23:59,15
70803,20241022,00:00,23:59,15
70803,20241023,00:00,23:59,15
70803,20241024,00:00,23:59,15
70803,20241025,00:00,23:59,15
70803,20241026,00:00,23:59,15
70803,20241027,00:00,23:59,15
70805,20241021,00:00,23:59,15
70805,20241022,00:00,23:59,15
70805,20241023,00:00,23:59,15
70805,20241024,00:00,23:59,30
70805,20241025,00:00,23:59,15
70805,20241026,00:00,23:59,15
70811,20241021,00:00,23:59,30
70811,20241022,00:00,23:59,30
70811,20241023,00:00,23:59,30
70811,20241024,00:00,23:59,30
70811,20241025,00:00,23:59,30
70811,20241026,00:00,23:59,30
70811,20241027,00:00,23:59,30
70812,20241021,00:00,23:59,15
70812,20241022,00:00,23:59,15
70812,20241023,00:00,23:59,15
70812,20241024,00:00,23:59,15
70812,20241025,00:00,23:59,15
70812,20241026,00:00,23:59,15
70812,20241027,00:00,23:59,15
70818,20241021,00:00,23:59,120
70818,20241022,00:00,23:59,120
70818,20241023,00:00,23:59,120
70818,20241024,00:00,23:59,120
70818,20241025,00:00,23:59,120
70843,20241021,00:00,23:59,120
70843,20241022,00:00,23:59,120
70843,20241023,00:00,23:59,120
70843,20241024,00:00,23:59,120
70843,20241025,00:00,23:59,120
70843,20241026,00:00,23:59,120
